章节序号,题目序号,问题,选项,正确选项序号,解释
12,26,Which operator is used to safely access properties or call functions on nullable types in Kotlin?,"[""!!"",""::"",""?!!"",""?.""]",3,"The safe call operator ?. allows properties and functions to be accessed on nullable types, preventing null pointer exceptions."
12,27,Which syntax is used to declare a multi-line string in Kotlin?,"[""Using curly braces"",""Using double quotes"",""Using single quotes"",""Using triple quotes""]",3,"Triple quotes are used in Kotlin to declare multi-line strings, allowing for string content that spans multiple lines."
12,28,Why should immutable variables be preferred over mutable ones in Kotlin?,"[""They are required for all Kotlin programs"",""They have better performance"",""They occupy less memory"",""They reduce the risk of errors and make code easier to read""]",3,Immutable variables help reduce errors by preventing accidental changes to values and make the code easier to understand and maintain.
13,0,How does the bitwise right shift shr() operation affect a number?,"[""It compares two values"",""It doubles the value"",""It inverts the bits"",""It shifts bits right, effectively halving the value""]",3,"The `shr()` operation shifts bits to the right, effectively halving the value for each shift by one position."
13,1,What are the primary components of a basic expression in Kotlin?,"[""A function call, an operand, and an assignment"",""A loop, a function call, and an operator"",""An operator, a loop, and a conditional statement"",""An operator, two operands, and an assignment""]",3,"A basic expression in Kotlin consists of an operator, two operands, and an assignment, as demonstrated in the example `val myresult = 1 + 2`."
13,2,What does the ! operator do when applied to a Boolean variable?,"[""Inverts the Boolean value"",""Multiplies the Boolean value"",""Sets the value to false"",""Sets the value to true""]",0,"The ! operator is the logical NOT operator, which inverts the current Boolean value, turning true into false and vice versa."
13,3,What does the assignment operator '=' do in Kotlin?,"[""It assigns a value to a variable"",""It compares two values"",""It increments a variable"",""It multiplies two values""]",0,"The assignment operator = in Kotlin assigns the result of an expression to a variable, such as `x = 10`."
13,4,What does the augmented assignment operator '+=' do?,"[""Adds two values and assigns the result to a different variable"",""Adds two values and stores the result in the first variable"",""Multiplies two values and assigns the result"",""Subtracts two values and stores the result""]",1,"The += operator adds the right operand to the left operand and assigns the result to the left operand, e.g., `x += y`."
13,5,What does the augmented assignment operator x -= y do?,"[""Adds y to x and stores the result in x"",""Divides x by y and stores the result in x"",""Multiplies x by y and stores the result in x"",""Subtracts y from x and stores the result in x""]",3,The `x -= y` operator subtracts the value of y from x and assigns the result back to x.
13,6,What does the bitwise OR operation do in Kotlin?,"[""Compares two numbers and returns the larger value"",""Inverts the bits of a number"",""Performs a bit-by-bit OR comparison"",""Returns the sum of two numbers""]",2,"The `or()` operation performs a bitwise OR, placing a 1 in the result if at least one of the corresponding bits in the operands is 1."
13,7,What does the bitwise left shift operation shl() do?,"[""Compares two binary numbers"",""Inverts the bits of a number"",""Shifts bits to the left, effectively doubling the value"",""Shifts bits to the right, effectively halving the value""]",2,"The `shl()` operation shifts bits to the left by a specified number of positions, doubling the value for each shift by one position."
13,8,What does the logical AND (&&) operator do?,"[""Compares two numbers"",""Inverts the Boolean value"",""Returns true if both operands are true"",""Returns true if one operand is true""]",2,"The && operator returns true only if both operands evaluate to true; otherwise, it returns false."
13,9,What is the main purpose of Kotlin operators and expressions?,"[""To declare variables"",""To define data types"",""To manage program flow"",""To manipulate and evaluate variables and constants""]",3,"Operators and expressions in Kotlin are used to manipulate and evaluate variables and constants, forming the core of variable interactions."
13,10,What is the output of the expression x.xor(y) if x = 171 and y = 3 ?,"[""168"",""171"",""174"",""3""]",0,"The `xor()` operation performs an exclusive OR on each bit position of the operands, resulting in 168 when applied to 171 and 3."
13,11,What is the purpose of the range operator '..' in Kotlin?,"[""To compare two values"",""To create an array"",""To declare a sequence of values"",""To perform bitwise operations""]",2,"The .. operator in Kotlin creates a range of values, such as `5..8`, representing the sequence 5, 6, 7, 8."
13,12,What is the purpose of the unary '-' operator in Kotlin?,"[""To add two values"",""To increment a value"",""To multiply two values"",""To negate a value""]",3,"The unary - operator is used to negate a value, changing its sign, e.g., `-10` makes a positive number negative."
13,13,What is the result of the expression val y = ++x if x starts at 9?,"[""x is decremented before assignment"",""x is incremented after assignment"",""x is incremented before assignment"",""y is assigned the value 8""]",2,"In `val y = ++x`, the variable `x` is incremented before the assignment, so `y` gets the incremented value of `x`, which is 10."
13,14,What type of operator is x != y in Kotlin?,"[""Bitwise operator"",""Equality operator"",""Logical operator"",""Range operator""]",1,The `!=` operator is an equality operator that checks whether two operands are not equal.
13,15,What will be the result of the bitwise right shift operation x.shr(1) if x = 171 ?,"[""171"",""3"",""342"",""85""]",3,"The `shr(1)` operation shifts the bits of 171 to the right by one position, resulting in 85."
13,16,What would be the result of the expression x..y in Kotlin?,"[""Checks equality between x and y"",""Declares a range from x to y"",""Performs a logical comparison"",""Performs addition of x and y""]",1,"The `x..y` expression declares a range of numbers starting at x and ending at y, including both endpoints."
13,17,Which Kotlin operator is used for subtraction?,"[""*"",""+"",""-"",""/""]",2,"The - operator is used for subtraction, taking two operands and subtracting the second from the first, e.g., `x - 5`."
13,18,Which Kotlin operator is used to perform modulo operations?,"[""%"",""*"",""+"",""-""]",0,"The % operator in Kotlin is used to calculate the remainder of a division operation, known as modulo."
13,19,Which Kotlin operator would you use to double a number by shifting its bits?,"[""and()"",""shl()"",""shr()"",""xor()""]",1,"The `shl()` operation shifts bits to the left, effectively doubling the value of the number."
13,20,Which bitwise operation would you use to compare two numbers bit-by-bit and set bits to 1 only when both bits are 1?,"[""and()"",""or()"",""shl()"",""xor()""]",0,The `and()` operation performs a bit-by-bit comparison and sets each bit to 1 only if both bits are 1 in the compared numbers.
13,21,Which bitwise operator is used to perform an AND operation in Kotlin?,"[""and()"",""inv()"",""or()"",""xor()""]",0,"The `and()` operation performs a bitwise AND, comparing each bit position of two numbers and returning 1 only if both bits are 1."
13,22,Which logical operator returns true if at least one of the operands is true?,"[""!"",""&&"",""=="",""||""]",3,The `||` operator is a logical OR operator that returns true if at least one of its operands is true.
13,23,Which of the following operations would invert all bits in a number?,"[""and()"",""inv()"",""or()"",""xor()""]",1,"The `inv()` operation inverts all bits in a number, turning 0s into 1s and 1s into 0s."
13,24,Which of the following operators returns true if two values are equal?,"[""!="",""<="",""=="","">=""]",2,The == operator checks for equality between two operands and returns true if they are equal.
13,25,Which operator in Kotlin is used to increment a value by 1?,"[""+"",""++"",""+="",""--""]",1,"The ++ operator increments a variable by 1, making it a shorthand for `x = x + 1`."
13,26,Which operator is used to decrement a value by 1 in Kotlin?,"[""+="",""--"",""-="",""==""]",1,"The -- operator is used to decrement a variable by 1, making it a shorthand for `x = x - 1`."
13,27,Which operator is used to multiply two values in Kotlin?,"[""*"",""+"",""-"",""/""]",0,The * operator is used to perform multiplication between two operands in Kotlin.
13,28,Which operator would you use to perform a bitwise inversion?,"[""and()"",""inv()"",""or()"",""xor()""]",1,"The `inv()` operation performs a bitwise inversion, flipping each bit of the number from 0 to 1 and vice versa."
14,0,How does a 'when' statement differ from a 'switch' statement in other programming languages?,"[""It can handle complex expressions as conditions"",""It cannot have a default case"",""It is case-sensitive"",""It only works with integers""]",0,"The when statement in Kotlin can handle more complex expressions as conditions, unlike the simpler switch statements in other languages, which are limited to basic matches."
14,1,How does a do...while loop differ from a while loop?,"[""It does not repeat the loop"",""It executes the condition before the loop body"",""It executes the loop body before checking the condition"",""It only works with arrays""]",2,"The do...while loop executes the code inside the loop body at least once before evaluating the condition, ensuring the loop body runs at least once."
14,2,How does the Kotlin if expression differ from traditional if statements in other languages?,"[""It cannot be used in loops"",""It does not allow nested conditions"",""It requires curly braces for all conditions"",""It returns a result and can be used in expressions""]",3,"Unlike traditional if statements, the Kotlin if expression returns a result, allowing it to be used within other expressions, similar to a ternary operator in other languages."
14,3,"In a when statement, what is the role of the 'else' branch?","[""It ends the when statement"",""It executes if none of the other conditions match"",""It repeats the first case"",""It throws an error""]",1,"The else branch in a when statement acts as the default case, executing when none of the specified conditions match."
14,4,What does the 'continue' statement do in a loop?,"[""Exits the loop immediately"",""Pauses the loop execution"",""Repeats the loop from the beginning"",""Skips the remaining code in the current iteration""]",3,The continue statement skips the remaining code in the current loop iteration and proceeds to the next iteration.
14,5,What does the 'if...else if...else' construct allow you to do?,"[""Check multiple conditions sequentially"",""Create a closed range of numbers"",""Create infinite loops"",""Perform bitwise operations""]",0,"The if...else if...else construct allows multiple conditions to be checked sequentially, executing different code based on which condition is met first."
14,6,What does the 'until' function do in a Kotlin for loop?,"[""Counts down from a maximum value"",""Creates an infinite loop"",""Iterates up to but does not include the specified endpoint"",""Multiplies each loop value""]",2,"The until function in Kotlin creates a half-closed range, meaning it iterates from the start value up to but not including the specified endpoint."
14,7,What does the do...while loop ensure?,"[""The loop executes at least once"",""The loop executes only when a condition is true"",""The loop runs in reverse order"",""The loop stops after a set number of iterations""]",0,"The do...while loop checks its condition after executing the loop body, ensuring the code inside the loop runs at least once regardless of the condition."
14,8,What happens if a break statement is used inside a nested loop without a label?,"[""It causes a syntax error"",""It continues to the next iteration"",""It exits all loops"",""It exits the current loop""]",3,"Without a label, a break statement exits only the current loop in which it is used, not affecting outer loops."
14,9,What is a label in Kotlin used for?,"[""To define a constant"",""To initiate a new function"",""To mark a specific loop or expression for break or continue"",""To print values in the console""]",2,"Labels in Kotlin are used to mark specific loops or expressions, allowing targeted control with break and continue statements, especially in nested loops."
14,10,What is control flow in programming?,"[""The logic that dictates which code gets executed and which gets bypassed"",""The order in which code is written"",""The process of compiling code"",""The style of writing code in a readable way""]",0,"Control flow refers to the logic that determines how code is executed, including decisions about which code runs, how often it runs, and when it is skipped."
14,11,What is the function of the 'step' keyword in a for loop?,"[""It defines the increment for each iteration"",""It inverts the loop range"",""It repeats the loop indefinitely"",""It stops the loop after one iteration""]",0,"The step keyword specifies the increment between iterations in a for loop, allowing for customized step values like every second or tenth value."
14,12,What is the main advantage of using labeled break and continue statements in nested loops?,"[""They allow breaking or continuing specific loops directly"",""They avoid syntax errors"",""They make the code run faster"",""They replace all conditions""]",0,"Labeled break and continue statements enable you to directly control which loop to break or continue, making nested loops more manageable."
14,13,What is the output of the following Kotlin code ?,"[""0, 1, 2, 3, 4"",""1, 2, 3, 4, 5"",""1, 3, 5"",""5, 4, 3, 2, 1""]",1,"The code uses a for-in loop with a closed range from 1 to 5, printing each value sequentially from 1 to 5."
14,14,What is the primary purpose of the when statement in Kotlin?,"[""To create infinite loops"",""To handle errors in code"",""To handle multiple conditional branches more cleanly than if statements"",""To perform arithmetic operations""]",2,"The when statement allows for cleaner, more readable handling of multiple conditional branches compared to chaining multiple if...else statements."
14,15,What is the purpose of the 'break' statement in a loop?,"[""To exit the loop immediately"",""To repeat the last iteration"",""To restart the loop"",""To skip the current iteration""]",0,"The break statement in Kotlin is used to exit the loop immediately, regardless of the loops completion criteria."
14,16,What is the purpose of the 'downTo' function in a Kotlin for loop?,"[""To count backward through a range"",""To iterate forward through a range"",""To repeat the loop indefinitely"",""To skip values in a loop""]",0,"The downTo function causes a for loop to iterate backward through a range, starting from the higher value and counting down to the specified lower value."
14,17,What type of range does the 'until' function in Kotlin create?,"[""Closed range"",""Half-closed range"",""Infinite range"",""Open range""]",1,"The until function creates a half-closed range that includes the start value but excludes the end value, iterating up to but not including the specified endpoint."
14,18,When is a while loop preferred over a for loop in Kotlin?,"[""When the loop needs to iterate through a range"",""When the number of iterations is known"",""When the number of iterations is unknown"",""When working with arrays""]",2,A while loop is used when the number of iterations is not known in advance and the loop needs to repeat until a specific condition is met.
14,19,Which Kotlin construct provides a cleaner alternative to multiple if...else statements?,"[""goto statement"",""switch statement"",""when statement"",""while statement""]",2,The when statement in Kotlin is similar to the switch statement found in other languages and provides a cleaner alternative to chaining multiple if...else statements.
14,20,Which Kotlin control flow statement executes code only when a Boolean expression is true?,"[""for loop"",""if statement"",""switch statement"",""when statement""]",1,"The if statement in Kotlin executes code only if the associated Boolean expression evaluates to true, controlling conditional code flow."
14,21,Which Kotlin loop is best suited for iterating through a known sequence of items?,"[""do...while loop"",""for-in loop"",""infinite loop"",""while loop""]",1,"The for-in loop is ideal for iterating through known sequences like ranges, collections, or arrays, providing a clear, concise way to handle iterations."
14,22,Which Kotlin loop is used to iterate over a sequence of items?,"[""do...while loop"",""for-in loop"",""repeat loop"",""while loop""]",1,"The for-in loop in Kotlin is used to iterate over a sequence of items, such as a collection or a range of numbers."
14,23,Which control flow statement in Kotlin is used to make decisions based on one or more criteria?,"[""continue"",""if"",""loop"",""switch""]",1,"The if expression is used to make decisions in Kotlin, executing different code blocks based on the evaluation of Boolean expressions."
14,24,Which function is used to change the increment value of a Kotlin for loop?,"[""add"",""increment"",""jump"",""step""]",3,"The step function is used in Kotlin for loops to specify the increment value, allowing the loop to skip values based on the defined step."
14,25,Which loop guarantees that the code inside it will be executed at least once?,"[""do...while loop"",""for loop"",""repeat loop"",""while loop""]",0,The do...while loop guarantees that its body is executed at least once because it checks the loop condition after executing the loop body.
14,26,Which statement is used in Kotlin to provide labels for breaking out of nested loops?,"[""break with label"",""goto"",""labeled"",""named""]",0,"Kotlin allows labels to be assigned to loops, and the break statement can use these labels to specify which loop to exit, especially in nested loop scenarios."
15,0,How are functions declared to accept a lambda as a parameter?,"[""fun myFunc(lambda: () -> Unit)"",""fun myFunc(lambda: Lambda)"",""fun myFunc(lambda: fun -> Unit)"",""fun myFunc(lambda: function())""]",0,"To accept a lambda, the function parameter is declared using the function type notation, such as () -> Unit."
15,1,How can a lambda be directly executed in Kotlin?,"[""By defining it inside a function"",""By placing parentheses at the end of the expression with any required arguments"",""By using the call keyword"",""By using the execute keyword""]",1,"A lambda can be executed directly by placing parentheses at the end of the expression, passing in any necessary arguments."
15,2,How can you execute a lambda directly without assigning it to a variable?,"[""fun (x: Int) -> x + 1"",""lambda { x: Int -> x + 1 }"",""lambda(x: Int) = x + 1"",""{ x: Int -> x + 1 }(5)""]",3,A lambda can be directly executed by defining it inline and immediately calling it with the required arguments.
15,3,How do you declare a function that returns a function as its result?,"[""fun myFunc -> fun()"",""fun myFunc() -> fun"",""fun myFunc(): () -> Unit"",""fun myFunc: fun = return""]",2,"In Kotlin, a function that returns another function specifies its return type using the function type syntax, e.g., () -> Unit."
15,4,How do you handle return values from a Kotlin function?,"[""By calling the function with an argument"",""By printing the result inside the function"",""By storing the result in a variable using the assignment operator"",""Using the return keyword""]",2,Return values from a function can be handled by storing the returned result in a variable using the assignment operator.
15,5,How would you declare a function that returns a lambda?,"[""fun myFunc() -> lambda"",""fun myFunc() { Int -> String }"",""fun myFunc(): (Int) -> String"",""fun myFunc(): { Int -> String }""]",2,"To declare a function that returns a lambda, specify the lambdas function type as the return type."
15,6,What does the vararg keyword allow you to do in Kotlin?,"[""Accept variable numbers of arguments of the same type"",""Declare a function as private"",""Make a parameter optional"",""Return multiple values""]",0,"The vararg keyword allows a function to accept a variable number of arguments of the specified type, passed in as an array."
15,7,What happens when you place parentheses after a lambda expression?,"[""It converts the lambda to a function"",""It defines the lambda"",""It executes the lambda"",""It passes parameters to the lambda but does not execute it""]",2,"Placing parentheses after a lambda expression immediately executes it, with the ability to pass arguments if needed."
15,8,What is a function in Kotlin?,"[""A method to define data types"",""A named block of code that performs a specific task"",""A variable used to store data"",""An operator used in expressions""]",1,A function is a named block of code that can be called upon to perform a specific task. It can accept parameters and return results.
15,9,What is a lambda expression in Kotlin?,"[""A private method inside a function"",""A self-contained block of code that can be passed around as a variable"",""A type of class"",""An error handling mechanism""]",1,"A lambda expression is a block of code that can be defined, passed, and executed independently, allowing functions to be passed as arguments."
15,10,What is a local function in Kotlin?,"[""A function declared inside another function"",""A function that can only be used in the main file"",""A function that cannot return a value"",""A private function""]",0,"A local function is a function declared inside another function, allowing it to access the variables and parameters of the enclosing function."
15,11,What is a single expression function in Kotlin?,"[""A function that contains a single expression and can be written in a more concise form"",""A function that has no return type"",""A function that only accepts string parameters"",""A function that uses multiple lines of code""]",0,A single expression function contains only one expression and can be written concisely using the = symbol followed by the expression.
15,12,What is the difference between parameters and arguments in the context of functions?,"[""Parameters and arguments are exactly the same"",""Parameters are defined in the function declaration, and arguments are the actual values passed when calling the function"",""Parameters are the data type, and arguments are the value"",""Parameters are the values passed when calling a function, and arguments are defined inside the function""]",1,"Parameters are defined in the function declaration to specify what kind of data the function can accept, while arguments are the actual values passed to these parameters when calling the function."
15,13,What is the main advantage of using higher-order functions in Kotlin?,"[""They allow functions or lambdas to be passed as arguments or returned as results"",""They automatically handle exceptions"",""They do not require parameters"",""They run faster than regular functions""]",0,"Higher-order functions are powerful because they can receive other functions or lambdas as parameters and return them as results, making the code more flexible."
15,14,What is the purpose of default parameters in Kotlin functions?,"[""To declare multiple parameters with the same name"",""To make a parameter optional and use a default value if no argument is passed"",""To make the function private"",""To specify the data type of a parameter""]",1,"Default parameters allow functions to have optional arguments, providing default values when arguments are not explicitly passed."
15,15,What is the syntax for calling a function named sayHello that takes no parameters and returns no value?,"[""call sayHello()"",""fun sayHello()"",""sayHello()"",""sayHello{}""]",2,"Functions are called by writing their name followed by parentheses. In this case, sayHello() calls the function named sayHello."
15,16,What keyword is used to specify that a function can accept a variable number of parameters?,"[""default"",""multivar"",""optional"",""vararg""]",3,The vararg keyword is used in Kotlin to allow a function to accept a variable number of arguments of a specified type.
15,17,What will be the output of the following code?,"[""12"",""3, 4"",""7"",""Error""]",0,"The lambda multiplies the two integers passed to it (3 and 4), resulting in the output of 12."
15,18,Which Kotlin code correctly shows a lambda being assigned to a variable?,"[""fun multiply { x: Int, y: Int }"",""lambda multiply = (x, y) -> x * y"",""val multiply = (x, y) => x * y"",""val multiply = { x: Int, y: Int -> x * y }""]",3,"Lambdas are assigned to variables using the { } notation, with parameters defined before the arrow -> and the body after."
15,19,Which code snippet correctly demonstrates passing a function reference as an argument?,"[""outputConversion(::myFunction, 10.0)"",""outputConversion(myFunction(), 10.0)"",""outputConversion(myFunction, 10.0)"",""outputConversion(myFunction::, 10.0)""]",0,"Function references are passed using the :: syntax before the function name, without calling it with parentheses."
15,20,Which function type represents a function that accepts an Int and returns a String?,"[""(Int) -> String"",""(Int, String)"",""(String) -> Int"",""(String, Int) -> String""]",0,The function type (Int) -> String specifies a function that accepts an integer parameter and returns a string.
15,21,Which keyword is used to declare a function in Kotlin?,"[""declare"",""def"",""fun"",""func""]",2,"The keyword fun is used to declare a function in Kotlin, followed by the function name, parameters, and return type."
15,22,Which keyword is used to specify that a Kotlin function parameter is optional?,"[""default"",""inline"",""optional"",""vararg""]",0,"Default values for function parameters can be specified directly in the function signature, allowing arguments to be optional."
15,23,Which of the following is a correct single-expression function that multiplies two numbers?,"[""fun multiply = (x, y) -> x * y"",""fun multiply x: Int y: Int -> x * y"",""fun multiply(x: Int, y: Int) = x * y"",""fun multiply(x: Int, y: Int): Int { return x * y }""]",2,"This is the correct single-expression form of a function in Kotlin, where the return type can be inferred by the compiler."
15,24,Which of the following is an example of a single-expression function?,"[""add = { x: Int, y: Int -> x + y }"",""fun add = x + y"",""fun add(x: Int, y: Int) = x + y"",""fun add(x: Int, y: Int): Int { return x + y }""]",2,"This example shows a single-expression function where the return type is inferred, and the code is compact and concise."
15,25,Which of the following is the correct syntax for a function with a variable number of string parameters?,"[""fun display(Strings: vararg)"",""fun display(strings...: String)"",""fun display(strings: String*)"",""fun display(vararg strings: String)""]",3,The correct syntax uses the vararg keyword before the parameter type to indicate that the function can accept multiple arguments of that type.
15,26,Which statement about Kotlin lambda expressions is correct?,"[""Lambdas can have parameters and return values"",""Lambdas can only be used in loops"",""Lambdas cannot be assigned to variables"",""Lambdas must have a return statement""]",0,"Kotlin lambdas can accept parameters, execute code, and return results, just like regular functions."
15,27,Which syntax assigns a function reference to a variable in Kotlin?,"[""val myVar = ::myFunction"",""val myVar = fun myFunction"",""val myVar = myFunction"",""val myVar = myFunction()""]",0,"Using :: before the function name assigns the function itself, not its return value, to a variable, creating a function reference."
16,0,How do you access a property of a class instance in Kotlin?,"[""classInstance->propertyName"",""classInstance.propertyName"",""classInstance::propertyName"",""classInstance:propertyName""]",1,"In Kotlin, dot notation is used to access properties of an instance, such as classInstance.propertyName."
16,1,How do you declare a class in Kotlin?,"[""class MyClass : ParentClass"",""class MyClass extends ParentClass"",""declare MyClass()"",""define MyClass""]",0,The correct syntax for declaring a class in Kotlin is class ClassName : ParentClass. The colon indicates inheritance from a parent class.
16,2,How do you declare a custom getter for a property in Kotlin?,"[""fun get()"",""get propertyName()"",""val propertyName: Type get()"",""var propertyName: Type get""]",2,A custom getter in Kotlin is defined using val propertyName: Type get() where the getter contains custom logic to return a property value.
16,3,How many primary constructors can a Kotlin class have?,"[""As many as needed."",""None."",""One."",""Two.""]",2,Kotlin classes can only have one primary constructor but can have multiple secondary constructors.
16,4,"In Kotlin, how do you call a method of a class instance?","[""call classInstance.methodName"",""classInstance.methodName()"",""classInstance::methodName()"",""methodName(classInstance)""]",1,"Dot notation is used to call a method of a class instance in Kotlin, such as classInstance.methodName()."
16,5,"In Kotlin, which keyword is used to refer to the current class instance within a class?","[""current"",""self"",""super"",""this""]",3,The this keyword in Kotlin is used to refer to the current instance of the class.
16,6,What is a nested class in Kotlin?,"[""A class defined within a function."",""A class defined within another class."",""A class that extends another class."",""A class that implements an interface.""]",1,A nested class is defined inside another class and is typically used to group related classes together.
16,7,What is a primary constructor in Kotlin?,"[""A constructor declared in the class header."",""A constructor declared outside the class body."",""A constructor that can only be used once."",""A constructor that initializes a class with default values.""]",0,A primary constructor in Kotlin is declared in the class header and is used to initialize properties directly.
16,8,What is an object in Kotlin?,"[""A Kotlin file containing functions."",""A blueprint for creating classes."",""A parent class for all Kotlin classes."",""A self-contained module of functionality.""]",3,Objects in Kotlin are self-contained modules of functionality that include properties (data) and methods (functions). They can be used and re-used as building blocks for applications.
16,9,What is the output of the following code snippet?,"[""0"",""10"",""5"",""An error occurs""]",1,"The init block prints x * 2, which results in 10 when the instance is created with the value 5."
16,10,What is the purpose of an initializer block in Kotlin?,"[""To define default values for properties."",""To execute code before the primary constructor."",""To override methods from a superclass."",""To perform initialization tasks after the constructor.""]",3,Initializer blocks in Kotlin are used to perform initialization tasks that are executed after the primary constructor.
16,11,What is the purpose of data encapsulation in object-oriented programming?,"[""To allow direct access to class properties."",""To create multiple classes with the same properties."",""To hide data inside a class and access it through methods."",""To store data outside the class for easy access.""]",2,Data encapsulation is a key concept in object-oriented programming where data is hidden within a class and can only be accessed or modified through defined methods.
16,12,What is the purpose of the 'companion object' in a Kotlin class?,"[""To create a class hierarchy."",""To create methods that must be overridden."",""To define inner classes."",""To hold properties and methods that are shared across instances.""]",3,A companion object allows for the creation of properties and methods that are accessible without creating an instance of the class.
16,13,What is the purpose of the 'val' keyword in a primary constructor parameter?,"[""To assign a default value."",""To create an immutable property."",""To make the parameter optional."",""To make the property mutable.""]",1,Using val in a primary constructor creates a read-only (immutable) property for that parameter.
16,14,What keyword is used to declare a nested class that can access properties of the outer class?,"[""class"",""inner"",""nested"",""static""]",1,The inner keyword is used to declare a nested class in Kotlin that can access the properties of its outer class.
16,15,What will happen if a class in Kotlin has both a primary constructor and a secondary constructor?,"[""Both constructors must initialize the same properties."",""The primary constructor must delegate to the secondary one."",""The secondary constructor must delegate to the primary one."",""The secondary constructor overrides the primary one.""]",2,"In Kotlin, if a class has both a primary and a secondary constructor, the secondary constructor must delegate to the primary constructor using the this keyword."
16,16,When should you use a custom accessor in Kotlin?,"[""To directly access a property value."",""To hide a property from other classes."",""To initialize class properties."",""To perform calculations or logic before returning a property.""]",3,Custom accessors allow developers to perform calculations or other logic before returning or setting a property value.
16,17,Which keyword is used to initialize a property with a specific value when an instance is created in Kotlin?,"[""constructor"",""init"",""this"",""val""]",1,The init keyword is used to define an initializer block that runs code during class instance creation.
16,18,Which of the following Kotlin code snippets is correct for adding a secondary constructor?,"[""class MyClass constructor(number: Int) {}"",""class MyClass { constructor(number: Int) : this() }"",""class MyClass { fun constructor(number: Int) {} }"",""class MyClass(number: Int) { constructor() }""]",1,"A secondary constructor is declared using the constructor keyword and must delegate to the primary constructor if present, using this()."
16,19,Which of the following best defines a class in Kotlin?,"[""A class is a blueprint for creating objects."",""A class is a function in Kotlin."",""A class is a module of reusable code."",""A class is used to store user input.""]",0,"In Kotlin, a class serves as a blueprint that defines what an object will look like when created, including its properties and methods."
16,20,Which of the following code snippets correctly creates an instance of a class named Customer?,"[""create Customer customer"",""customer Customer()"",""val customer = new Customer()"",""var customer = Customer()""]",3,"In Kotlin, an instance of a class is created using var or val followed by the variable name and Customer() to call the class constructor."
16,21,Which of the following code snippets creates an instance of a class using a secondary constructor?,"[""create instance MyClass(123)"",""val instance = MyClass()"",""val instance = MyClass(123)"",""var instance = MyClass.newInstance(123)""]",2,"To create an instance using a secondary constructor, you call the constructor with the required parameters directly."
16,22,Which statement is true about companion objects in Kotlin?,"[""Each instance has its own companion object."",""They can be accessed only through instances."",""They can contain properties and methods shared by all instances."",""They must be declared as 'static'.""]",2,Companion objects in Kotlin are used to hold properties and methods that are shared among all instances of a class and can be accessed at the class level.
17,0,How do you call a superclass method from an overridden method in Kotlin?,"[""methodName()"",""parent.methodName()"",""super.methodName()"",""this.methodName()""]",2,"To call a method from a superclass within an overridden method in Kotlin, you use super.methodName()."
17,1,How do you override a method in Kotlin?,"[""declare the method as 'open'"",""prefix the method with 'super'"",""use the 'extends' keyword"",""use the 'override' keyword""]",3,"In Kotlin, the override keyword is required to override a method from a parent class, ensuring clarity that a method is being overridden."
17,2,What happens if you try to override a method that is not declared as 'open' in the parent class?,"[""A runtime error will occur."",""The code will compile, but the method will not be overridden."",""The code will not compile."",""The method will be overridden without issues.""]",2,"If a method in a parent class is not declared as open, attempting to override it in a subclass will result in a compilation error."
17,3,What is a class hierarchy?,"[""A collection of interfaces."",""A relationship where classes are derived from one another."",""A set of classes with the same name."",""A structure where classes are unrelated.""]",1,"A class hierarchy is a structure in which classes are derived from one another, with parent and child class relationships."
17,4,What is inheritance in Kotlin?,"[""A class that inherits characteristics from another class."",""A method that has the same name but different parameters."",""A way to create unrelated class hierarchies."",""Creating new classes without any relation.""]",0,"Inheritance allows a class to derive characteristics (properties and methods) from a parent class, creating a hierarchical relationship."
17,5,What is required when creating a subclass that has a constructor with parameters?,"[""You must call the parent's constructor using 'super'."",""You must initialize the parent class using 'this'."",""You must make the subclass 'open'."",""You must provide default values.""]",0,"When creating a subclass with a constructor that has parameters, you need to call the parents constructor using the super keyword and pass the necessary arguments."
17,6,What is single inheritance in Kotlin?,"[""A class inheriting from a single direct parent class."",""A class inheriting from multiple parent classes."",""A class that cannot be inherited."",""A method that overrides another method.""]",0,"In Kotlin, single inheritance means that a class can inherit from only one direct parent class, preventing multiple inheritance directly."
17,7,What is the base class from which all classes in Kotlin are ultimately derived?,"[""Any"",""Base"",""Object"",""Super""]",0,"In Kotlin, all classes are ultimately derived from the Any class, which is the root of the class hierarchy and provides basic methods."
17,8,What is the benefit of using a secondary constructor in a subclass?,"[""It allows additional properties to be initialized."",""It allows for multiple inheritance."",""It prevents subclassing."",""It simplifies method overloading.""]",0,A secondary constructor in a subclass allows for the initialization of additional properties that are unique to the subclass.
17,9,What is the difference between 'open' and 'override' in Kotlin?,"[""'open' allows inheritance, 'override' modifies inherited methods."",""'open' and 'override' have the same function."",""'open' is used for methods, 'override' for classes."",""'open' marks a method as final, 'override' marks it as abstract.""]",0,"open is used to make a method or class inheritable, while override is used to provide a new implementation for a method in a subclass."
17,10,What is the purpose of subclassing?,"[""To create a class without any methods."",""To extend the functionality of a parent class."",""To limit access to class members."",""To prevent classes from being inherited.""]",1,Subclassing allows a class to inherit properties and methods from a parent class and add or customize functionality as needed.
17,11,What is the term for a class from which a subclass is derived?,"[""Child class"",""Derived class"",""Root class"",""Super class""]",3,A super class is the class from which a subclass is derived. It provides methods and properties that the subclass can inherit.
